ID;ILLUM;HUMID;CO2;SOUND;TEMP;RYTHM
1587;432.09;70.46;602.46;20.95;16.88;76.83
1588;447.83;73.99;519.05;17.81;17.62;78.11
1589;395.92;63.92;540.24;30.84;22.68;84.82
1590;355.98;62.65;520.34;28.16;19.7;77.68
1591;502.53;59.62;435.33;33.9;18.14;73.92
1592;337.5;64.61;517.65;33.13;20.61;80.14
1593;378.37;64.34;478.85;38.59;18.99;68.91
1594;400.9;66.29;519.58;33.34;18.6;87.57
1595;551.52;68.14;490.94;31.3;19.33;74.13
1596;558.21;68.57;542.43;31.78;18.23;78.53
1597;415.15;66.21;594.66;36.22;20.93;86.76
1598;363.97;68.75;524.55;24.88;19.62;86.23
1599;449.51;70.4;460.59;27.93;20.47;80.87
1600;291.45;67.82;457.7;28.31;18.99;85.9
1601;445.43;68.31;549.83;22.78;21.56;89.39
1602;435.47;70.81;484.14;34.18;18.92;76.63
1603;559.11;67.47;528.3;25.69;20.83;77.78
1604;510.98;63.55;581.41;27.76;19.89;83.32
1605;568.06;62.14;474.15;28.54;17.33;80.0
1606;393.24;63.13;524.04;30.31;21.7;83.14
1607;273.34;72.53;574.86;36.91;17.51;77.58
1608;529.48;67.63;527.75;30.13;17.74;72.15
1609;406.4;66.85;471.89;26.91;20.7;71.47
1610;324.47;74.85;520.91;22.42;19.76;67.77
1611;434.32;73.53;591.93;19.86;22.66;84.86
1612;392.84;69.44;540.69;26.85;20.85;79.62
1613;257.37;60.71;561.11;38.29;22.47;99.99
1614;455.47;61.64;388.97;30.99;22.12;72.24
1615;406.28;70.89;528.23;20.79;18.26;66.34
1616;435.42;66.86;550.95;33.58;15.19;84.22
1617;307.86;74.5;499.81;37.05;18.44;70.45
1618;365.32;59.9;497.57;37.29;21.67;83.7
1619;439.15;75.83;611.64;30.73;20.1;86.87
1620;363.39;63.84;518.71;23.2;21.69;79.43
1621;718.36;73.7;497.35;30.16;16.34;85.74
1622;481.97;68.49;524.13;31.69;20.87;83.43
1623;374.49;61.62;522.37;23.2;22.55;81.34
1624;323.53;60.57;542.86;34.66;18.83;69.45
1625;378.46;56.65;478.77;30.89;20.0;81.78
1626;362.08;63.99;547.6;38.42;19.1;91.66
1627;431.83;67.52;484.46;44.51;17.24;85.45
1628;202.12;67.28;546.89;22.93;21.95;87.91
1629;344.62;67.98;529.18;28.78;18.78;88.49
1630;498.9;76.82;544.79;26.7;18.88;86.86
1631;370.47;69.81;584.91;25.95;19.77;84.05
1632;304.84;71.44;484.42;31.48;21.5;77.29
1633;506.08;65.71;542.01;34.99;17.89;78.18
1634;378.25;63.7;506.35;40.39;19.26;84.65
1635;244.63;64.2;500.55;35.17;19.63;76.95
1636;470.25;60.21;535.57;32.04;20.69;92.55
1637;507.96;61.54;489.23;31.88;21.31;76.41
1638;422.35;70.75;473.18;40.21;19.94;76.02
1639;395.54;61.19;502.74;23.5;20.28;77.26
1640;409.32;57.98;409.08;28.82;22.0;81.37
1641;534.2;70.64;485.01;25.43;17.33;71.16
1642;432.51;61.76;462.05;25.05;22.05;75.32
1643;370.71;68.07;539.07;26.63;20.9;81.89
1644;333.93;67.83;532.86;40.21;20.57;85.21
1645;482.27;68.84;462.85;31.0;19.9;81.45
1646;439.52;72.43;559.12;30.89;19.79;82.24
1647;540.18;72.41;498.29;32.37;21.08;89.23
1648;168.25;66.16;504.61;38.09;19.47;72.35
1649;382.11;66.03;505.23;16.99;17.69;71.6
1650;145.97;70.36;568.0;31.92;18.19;87.12
1651;597.64;72.74;496.22;27.19;17.5;88.75
1652;430.68;65.24;461.59;26.42;20.45;78.1
1653;455.55;68.16;508.18;23.67;21.12;76.88
1654;368.51;67.26;478.75;40.51;21.68;84.33
1655;631.22;69.84;531.46;31.99;19.51;85.11
1656;424.88;71.02;511.88;29.43;18.96;79.0
1657;435.42;70.67;524.62;31.36;21.33;75.11
1658;365.2;74.9;604.9;30.4;18.82;79.99
1659;486.98;68.23;465.87;25.95;20.52;86.78
1660;466.73;66.92;423.6;27.14;16.83;68.75
1661;302.3;67.76;583.72;25.44;20.05;87.55
1662;423.76;71.88;482.08;27.26;18.9;78.01
1663;328.75;70.12;498.14;26.23;19.15;82.42
1664;305.27;67.59;491.68;31.76;18.58;79.57
1665;377.49;60.52;468.85;28.83;20.68;79.97
1666;412.84;62.16;515.64;30.63;23.35;81.19
1667;664.65;68.35;473.04;33.92;18.14;87.49
1668;442.24;64.14;496.87;35.82;21.61;78.52
1669;476.04;66.95;503.81;25.21;22.25;80.24
1670;397.4;63.97;476.87;25.1;21.14;73.5
1671;507.32;59.58;524.37;26.42;21.49;78.08
1672;507.51;72.01;553.58;24.75;21.16;81.11
1673;377.99;67.51;507.05;31.94;20.3;80.56
1674;441.91;63.18;484.65;30.21;19.48;84.87
1675;436.06;74.96;493.37;27.17;18.29;79.3
1676;521.8;67.08;562.43;37.22;19.0;80.53
1677;468.67;76.6;519.4;22.09;18.18;72.26
1678;379.79;70.16;580.73;29.12;20.21;89.58
1679;375.05;73.39;504.46;21.36;20.0;76.73
1680;408.84;64.23;522.64;35.77;22.48;86.2
1681;513.51;63.78;493.73;26.84;18.56;80.03
1682;329.97;60.43;547.36;24.26;18.65;79.4
1683;533.31;73.23;509.8;27.0;19.82;77.31
1684;389.8;65.44;539.51;25.12;17.56;75.26
1685;461.05;68.89;434.81;28.67;20.71;80.25
1686;415.48;67.56;499.06;26.74;20.35;81.61
1687;483.74;72.21;545.53;28.21;17.81;76.17
1688;315.09;69.21;503.9;27.65;20.61;78.24
1689;339.95;66.94;516.52;29.21;19.12;86.47
1690;461.66;66.64;482.65;25.45;22.45;78.63
1691;500.6;59.88;386.92;25.74;21.86;73.67
1692;455.37;66.37;470.88;24.75;22.11;90.52
1693;486.83;72.1;497.29;26.97;20.92;79.14
1694;505.12;72.72;451.91;32.79;20.17;79.21
1695;511.19;66.34;563.31;30.14;22.08;84.67
1696;482.51;73.83;471.73;31.52;22.29;74.21
1697;415.29;64.06;562.27;25.09;19.89;78.56
1698;479.93;65.7;450.78;28.92;19.17;79.24
1699;391.9;63.62;559.13;29.8;19.83;78.83
1700;459.32;74.53;557.98;29.08;20.43;89.47
1701;555.74;66.67;531.84;30.78;18.97;87.45
1702;337.14;70.14;485.04;34.05;20.95;67.35
1703;435.84;58.24;459.23;34.86;18.3;76.16
1704;374.6;68.84;533.95;25.75;22.72;72.45
1705;434.23;70.15;503.77;35.48;17.1;85.16
1706;636.88;74.25;526.94;24.28;19.68;77.93
1707;427.22;64.27;465.64;27.53;20.91;72.04
1708;418.81;65.13;485.73;28.69;17.95;68.1
1709;459.3;74.7;587.57;19.6;17.83;85.04
1710;373.49;65.72;535.52;35.38;20.62;80.15
1711;438.98;63.74;483.35;22.15;21.01;88.35
1712;431.64;73.97;489.26;32.69;20.46;77.87
1713;446.22;69.12;514.36;28.36;23.64;81.3
1714;386.75;67.24;465.2;29.4;18.85;77.17
1715;467.14;63.11;488.8;44.65;23.68;88.12
1716;542.56;65.16;522.68;30.87;17.8;73.93
1717;474.99;54.99;543.36;32.21;21.52;91.27
1718;479.05;68.41;433.67;36.17;18.93;84.74
1719;506.2;61.44;532.77;32.53;20.47;83.99
1720;350.74;70.38;472.07;28.32;19.1;73.52
1721;452.8;62.57;525.16;32.74;21.84;85.17
1722;507.93;66.35;511.58;29.09;20.36;75.46
1723;378.66;65.6;525.72;36.62;20.18;83.95
1724;289.53;69.39;570.84;32.06;19.87;82.03
1725;522.83;72.47;518.83;27.74;18.96;79.38
1726;514.9;76.64;544.01;26.38;19.8;84.44
1727;346.32;69.83;548.36;33.88;18.21;82.52
1728;359.26;60.97;528.06;36.32;20.15;75.84
1729;356.64;57.15;515.46;35.65;20.13;85.33
1730;553.19;63.93;470.03;33.36;19.49;75.03
1731;454.55;58.01;557.93;37.83;18.73;93.69
1732;414.51;66.17;573.65;34.36;20.79;85.23
1733;551.86;70.64;437.86;32.34;19.3;82.66
1734;428.87;63.3;470.58;30.91;18.42;84.61
1735;513.23;72.22;516.66;30.32;20.43;86.78
1736;588.01;66.59;409.29;34.79;17.27;85.55
1737;632.2;61.71;575.95;38.62;21.11;85.32
1738;532.58;73.56;476.92;31.34;18.98;68.83
1739;491.14;60.72;422.37;16.47;20.94;71.44
1740;679.26;68.44;444.66;30.76;19.64;73.09
1741;490.78;65.12;515.66;28.02;20.38;75.41
1742;376.1;64.76;525.57;25.5;18.69;88.75
1743;442.02;70.7;441.81;25.35;21.0;85.91
1744;412.0;62.58;518.95;31.26;19.09;87.95
1745;388.95;66.58;500.18;28.65;19.11;68.79
1746;452.04;67.73;518.27;32.93;20.89;80.98
1747;422.99;64.95;441.99;27.52;19.65;62.61
1748;346.53;82.61;566.95;15.74;20.56;82.1
1749;489.32;74.53;542.71;21.23;20.25;73.7
1750;359.8;75.0;524.61;27.68;21.26;76.62
1751;210.87;68.54;455.75;31.03;21.61;83.74
1752;433.4;66.85;375.56;29.35;19.06;72.57
1753;476.19;67.25;450.48;37.77;19.54;82.09
1754;442.26;68.74;531.57;20.4;23.16;91.27
1755;524.36;69.39;462.75;38.18;18.49;79.02
1756;439.83;63.76;482.28;27.73;18.79;63.15
1757;405.38;74.19;531.0;14.2;19.92;71.64
1758;405.14;55.94;484.38;32.4;20.22;77.74
1759;421.97;72.77;515.06;28.32;16.81;83.27
1760;670.77;69.6;413.07;33.68;21.31;79.6
1761;497.39;71.42;483.78;33.11;19.59;74.55
1762;386.27;64.29;518.8;28.77;20.32;91.1
1763;411.99;65.27;531.9;20.42;22.87;78.76
1764;390.5;67.12;479.08;32.24;19.48;87.25
1765;355.37;65.07;498.94;28.77;21.11;77.46
1766;362.55;72.14;453.25;28.27;21.13;74.03
1767;323.45;65.37;580.43;33.08;20.16;81.07
1768;377.72;72.55;545.12;25.15;18.96;82.21
1769;504.65;67.13;533.32;30.98;18.15;78.8
1770;463.48;66.9;571.56;21.25;19.54;84.65
1771;496.57;68.14;445.25;32.49;20.28;92.54
1772;271.61;65.2;487.02;37.06;21.59;89.92
1773;438.03;68.84;515.74;27.85;19.89;76.22
1774;384.28;64.07;453.65;16.25;19.85;65.16
1775;428.0;62.26;505.49;38.94;18.2;77.04
1776;273.79;63.45;543.28;37.23;20.6;80.57
1777;547.1;70.32;433.33;27.3;19.95;71.25
1778;514.43;63.69;484.7;29.95;17.53;75.54
1779;348.05;68.38;542.82;21.86;22.73;84.01
1780;326.27;61.69;456.58;35.25;22.14;79.97
1781;433.37;66.09;518.45;26.05;19.93;73.88
1782;558.57;62.83;467.18;36.91;19.78;77.93
1783;425.93;73.4;518.42;30.9;19.45;74.6
1784;591.77;68.6;441.24;35.34;16.6;70.85
1785;331.27;75.34;540.21;22.36;17.62;80.63
1786;453.4;63.25;427.84;37.46;19.53;70.13
1787;365.9;67.3;520.19;19.7;21.19;68.51
1788;291.88;71.98;499.05;35.74;25.01;76.04
1789;412.7;63.8;530.14;32.2;21.18;79.86
1790;470.29;68.63;435.73;33.44;20.34;78.53
1791;287.13;69.51;594.08;30.35;19.72;82.28
1792;288.58;69.79;494.71;36.08;20.07;82.65
1793;500.57;69.24;486.26;27.9;18.58;73.06
1794;570.46;64.79;526.46;33.32;17.77;74.94
1795;344.73;63.76;473.19;19.57;19.23;72.6
1796;376.2;69.3;505.49;39.27;20.27;74.97
1797;473.09;63.35;501.11;34.72;18.93;85.38
1798;315.29;59.65;518.25;36.31;22.32;89.61
1799;465.72;68.46;465.05;33.83;18.57;73.22
1800;385.21;60.11;497.73;33.81;19.48;82.63
1801;272.47;63.71;488.78;24.81;20.11;85.42
1802;375.67;75.27;516.58;26.15;17.81;76.87
1803;316.1;77.6;555.68;19.79;17.55;69.68
1804;432.76;63.76;455.41;23.82;22.66;82.46
1805;376.54;72.93;497.07;20.13;21.04;82.63
1806;310.25;61.12;459.16;29.22;21.25;81.62
1807;372.77;73.01;457.49;34.07;20.06;88.09
1808;595.58;72.19;463.52;23.68;18.56;82.89
1809;390.77;66.19;487.95;25.87;21.95;80.23
1810;367.31;74.76;441.53;39.31;19.1;82.85
1811;414.2;70.32;527.53;33.0;20.75;83.35
1812;485.28;69.99;432.73;25.16;21.97;89.97
1813;344.19;64.33;511.76;28.38;18.3;84.65
1814;485.57;56.73;441.82;39.43;19.99;78.8
1815;509.79;72.04;519.83;22.82;22.51;86.01
1816;394.78;58.99;510.16;27.65;18.63;85.35
1817;428.56;62.87;508.0;32.65;18.14;86.77
1818;430.63;66.72;459.8;38.0;20.35;83.19
1819;370.0;71.2;550.52;19.32;20.64;63.36
1820;341.76;68.02;511.74;27.28;17.12;82.37
1821;531.43;72.52;481.5;29.03;17.94;74.36
1822;373.22;73.55;529.93;22.96;20.99;85.38
1823;506.75;63.16;496.39;31.7;17.58;77.04
1824;474.24;68.51;511.63;27.99;20.75;60.49
1825;330.73;64.06;492.82;30.47;19.27;79.97
1826;430.35;64.13;435.88;33.57;20.54;93.18
1827;693.09;63.87;472.79;39.19;18.92;84.25
1828;481.98;76.48;511.36;37.66;23.67;97.1
1829;568.19;70.1;457.96;39.97;20.03;78.76
1830;310.41;62.2;548.08;25.34;21.32;84.11
1831;353.61;64.39;507.96;31.77;17.61;75.99
1832;535.99;70.91;474.33;32.74;21.83;88.02
1833;480.03;74.39;494.21;29.09;20.91;74.77
1834;526.52;57.87;484.46;32.41;21.1;83.15
1835;472.15;74.57;528.55;28.33;19.69;80.83
1836;382.05;69.53;512.78;29.7;19.91;79.15
1837;436.93;62.81;509.8;27.83;21.26;76.56
1838;439.16;75.02;508.08;30.51;22.64;79.23
1839;391.62;69.59;512.61;32.32;20.47;80.51
1840;510.05;65.02;516.39;31.02;21.91;90.28
1841;492.54;70.03;424.15;37.08;20.42;78.14
1842;255.66;63.81;520.27;37.5;18.32;75.06
1843;250.48;63.71;514.84;36.22;21.84;81.98
1844;455.86;68.68;550.26;31.24;19.24;89.98
1845;495.19;78.65;393.66;21.18;21.69;70.66
1846;360.19;74.29;493.91;20.0;19.83;81.14
1847;466.94;65.2;434.41;28.08;17.92;85.38
1848;449.77;68.74;467.46;21.76;18.17;67.38
1849;499.95;69.77;510.79;28.02;17.67;81.72
1850;496.22;66.55;512.27;34.52;20.07;76.11
1851;544.79;81.12;457.49;24.5;21.47;82.98
1852;590.07;67.96;535.23;29.68;19.95;82.52
1853;410.35;69.79;509.32;36.97;21.42;77.25
1854;502.31;67.28;535.89;24.88;18.66;83.36
1855;366.42;68.35;484.55;20.17;18.96;75.7
1856;400.46;64.16;467.65;31.72;18.91;73.78
1857;608.55;67.73;512.65;38.9;20.43;80.57
1858;498.64;70.5;508.05;19.37;18.06;78.1
1859;408.26;70.45;512.47;23.57;16.84;87.88
1860;408.74;60.7;517.36;32.33;21.69;90.38
1861;264.61;63.22;592.39;36.62;20.18;81.08
1862;428.92;75.12;467.88;14.15;21.08;70.74
1863;364.6;72.56;506.07;32.08;20.36;91.63
1864;385.34;79.73;553.76;31.63;16.44;71.3
1865;300.28;68.33;501.79;19.5;18.44;80.45
1866;419.58;63.71;578.97;25.29;23.52;88.57
1867;469.31;65.39;550.58;35.54;19.87;89.86
1868;437.05;63.83;548.74;36.24;20.09;79.17
1869;388.08;64.85;399.77;24.64;20.2;70.39
1870;390.12;66.69;481.74;34.15;18.65;78.97
1871;453.4;63.93;476.4;33.04;21.66;73.61
1872;479.27;76.75;477.76;20.01;17.37;70.42
1873;430.82;62.51;470.31;40.64;19.02;83.93
1874;466.45;67.64;469.54;30.77;19.49;83.21
1875;450.39;77.21;502.56;33.54;17.37;74.59
1876;499.38;63.79;526.26;25.98;19.38;68.34
1877;586.09;65.07;560.85;25.42;20.8;95.14
1878;656.05;73.12;454.9;26.27;21.64;84.9
1879;574.06;64.26;530.61;33.09;22.04;83.44
1880;420.58;67.28;476.64;33.07;19.69;88.69
1881;385.64;64.44;456.19;26.31;19.16;69.86
1882;519.55;67.31;491.76;33.16;18.16;74.68
1883;522.97;66.6;495.86;28.56;20.2;79.31
1884;364.55;66.72;502.05;36.93;20.58;88.69
1885;323.27;61.65;584.96;26.9;22.52;82.96
1886;495.91;64.79;435.36;23.15;19.6;81.66
1887;511.41;69.13;464.36;26.35;18.37;61.84
1888;480.06;70.37;528.33;15.27;19.35;70.89
1889;395.3;66.97;482.2;26.77;18.46;79.42
1890;227.24;76.69;541.42;29.42;21.81;72.69
1891;339.06;58.57;471.31;27.52;21.24;72.82
1892;431.67;65.81;476.74;32.48;14.76;77.67
1893;363.75;65.36;462.79;18.69;20.79;75.14
1894;357.79;69.05;529.75;21.63;17.62;66.62
1895;380.57;68.12;512.64;19.76;20.93;77.64
1896;623.56;68.31;519.01;14.75;21.03;75.72
1897;425.54;73.76;503.88;31.26;16.77;73.79
1898;320.54;71.07;472.74;17.32;22.56;75.19
1899;501.26;71.39;466.41;41.95;21.79;83.01
1900;370.87;65.18;529.02;24.26;20.82;82.5
1901;483.92;66.74;504.72;22.65;20.22;79.42
1902;486.45;68.25;519.19;21.15;19.05;83.46
1903;328.49;63.71;421.35;38.24;20.5;72.31
1904;607.78;69.56;462.79;31.17;22.44;80.32
1905;356.82;67.66;515.23;24.78;17.78;74.87
1906;601.7;65.94;490.62;38.46;20.34;86.73
1907;554.38;66.09;508.84;29.17;17.27;73.2
1908;400.91;69.54;556.67;28.06;19.45;78.4
1909;498.94;74.63;520.86;23.32;16.54;87.58
1910;350.08;75.64;526.3;31.92;19.92;79.21
1911;490.4;73.06;496.16;27.8;21.66;73.51
1912;541.08;62.85;517.5;25.22;21.35;89.18
1913;379.32;70.26;523.59;30.44;22.05;84.91
1914;545.4;67.32;486.87;26.6;20.82;70.59
1915;458.05;66.04;508.29;31.11;20.12;87.83
1916;583.88;64.51;492.61;19.58;18.31;81.39
1917;472.72;67.73;435.6;26.14;21.4;74.25
1918;245.37;69.25;617.02;20.83;21.02;90.26
1919;350.62;69.8;448.08;35.66;21.86;82.83
1920;553.87;64.9;454.1;21.89;19.07;70.83
1921;375.45;69.4;500.9;33.04;20.34;74.7
1922;517.41;63.3;428.93;27.48;19.63;67.49
1923;408.97;66.78;476.67;27.59;19.08;73.29
1924;362.24;68.34;565.73;44.45;21.3;92.63
1925;286.04;57.83;514.34;28.89;22.73;74.0
1926;501.79;56.44;454.37;23.23;19.06;81.48
1927;354.65;68.95;571.02;34.27;18.06;78.86
1928;412.62;73.32;506.78;19.98;23.92;82.52
1929;423.21;65.14;526.4;19.51;19.76;75.19
1930;280.68;70.28;578.71;25.02;20.72;77.7
1931;539.49;74.92;497.39;26.8;17.14;82.43
1932;407.43;74.95;519.18;21.44;17.25;73.14
1933;373.59;64.44;495.76;25.08;19.89;83.64
1934;399.3;66.32;525.86;33.08;18.88;88.91
1935;385.93;59.69;454.66;24.9;16.95;72.39
1936;674.04;75.3;477.85;34.39;20.3;84.71
1937;496.32;74.05;445.36;24.58;19.04;70.43
1938;365.3;63.51;557.41;31.15;22.17;84.0
1939;568.22;60.84;460.19;32.74;18.08;78.53
1940;330.26;69.38;503.78;26.64;18.78;68.5
1941;288.43;60.99;486.0;21.16;18.06;74.06
1942;485.4;67.1;509.36;31.77;22.39;73.94
1943;450.21;66.83;457.64;28.22;20.56;60.91
1944;440.18;60.91;548.35;35.36;21.28;85.92
1945;404.36;64.86;497.03;30.29;20.18;72.98
1946;579.41;61.3;523.98;35.49;18.64;76.65
1947;436.12;70.48;451.34;26.56;21.5;83.77
1948;500.55;73.11;499.56;30.48;20.98;72.18
1949;325.18;60.82;468.94;39.51;19.51;69.2
1950;397.88;57.93;506.77;28.49;19.61;69.17
1951;476.9;59.45;441.24;28.28;20.68;82.24
1952;512.53;76.58;521.06;34.87;18.36;77.8
1953;332.47;65.55;444.96;38.85;19.21;79.21
1954;279.81;59.56;494.49;28.01;22.06;72.61
1955;359.18;60.99;522.18;43.26;19.35;80.81
1956;457.75;65.48;491.33;27.37;24.75;79.31
1957;376.86;68.08;512.98;27.84;18.59;80.02
1958;436.38;66.8;583.38;22.62;18.61;88.29
1959;402.52;66.94;487.8;28.88;21.84;74.08
1960;492.53;64.11;463.99;38.77;19.6;83.67
1961;525.37;67.44;473.37;30.66;19.27;71.95
1962;311.02;73.69;590.87;29.28;19.07;88.76
1963;441.52;64.66;509.9;34.36;20.62;73.58
1964;306.68;67.11;531.56;16.18;24.16;77.71
1965;454.99;63.11;484.82;31.1;21.81;87.95
1966;262.12;65.89;518.61;29.87;20.73;82.53
1967;582.77;65.5;504.5;35.62;21.62;77.96
1968;336.13;65.78;437.5;40.0;22.31;89.85
1969;387.56;64.98;500.01;22.95;22.86;95.53
1970;476.01;70.58;526.28;30.99;19.16;80.67
1971;552.57;64.23;437.73;37.43;19.73;64.21
1972;423.19;59.68;524.55;32.03;23.02;92.76
1973;452.73;66.08;481.11;29.33;18.63;90.84
1974;440.75;65.32;525.97;28.73;18.95;83.52
1975;297.2;62.83;534.6;30.28;18.22;79.32
1976;591.99;67.38;462.83;29.92;21.07;75.58
1977;399.59;61.58;517.72;37.32;19.46;91.62
1978;536.57;72.93;514.97;31.63;21.23;78.57
1979;385.63;73.91;480.58;24.46;21.38;78.84
1980;466.85;75.73;550.12;28.91;19.37;74.84
1981;524.51;65.61;489.94;32.67;21.37;86.6
1982;441.17;56.42;476.36;28.38;19.96;81.94
1983;416.25;72.57;567.54;33.59;20.77;87.05
1984;435.33;65.01;579.59;37.46;20.49;89.86
1985;334.67;67.15;539.1;32.48;18.3;69.63
1986;519.81;68.09;529.63;37.06;23.3;94.73
1987;495.69;57.95;439.52;28.51;21.75;80.28
1988;694.11;67.94;476.92;30.83;21.86;78.26
1989;500.8;67.55;468.03;21.86;20.47;72.73
1990;421.56;70.34;602.74;31.39;18.5;72.96
1991;409.09;66.84;520.66;41.04;18.76;76.82
1992;625.77;64.21;439.07;31.59;20.54;84.03
1993;385.32;70.73;542.36;10.09;21.25;76.26
1994;419.52;60.68;415.71;32.88;18.69;82.47
1995;581.56;57.66;503.04;25.88;22.1;73.88
1996;621.13;67.61;459.89;23.75;21.48;83.43
1997;548.33;69.38;490.53;32.82;19.09;78.23
1998;497.91;65.8;441.11;33.35;17.53;89.37
1999;429.87;64.72;561.14;36.35;20.82;86.22
2000;447.45;69.47;513.72;35.3;21.57;86.35
2001;453.33;67.95;492.72;30.63;20.26;85.16
2002;513.54;61.04;458.2;34.14;19.05;71.94
2003;523.98;67.24;564.43;36.97;18.6;73.73
2004;446.87;61.49;546.98;24.22;20.77;93.51
2005;459.7;70.56;525.26;18.3;19.3;73.83
2006;388.64;70.22;463.39;38.4;20.81;84.57
2007;487.66;65.81;552.59;23.52;21.05;83.87
2008;551.99;66.1;491.06;28.44;18.5;83.35
2009;495.22;59.86;414.87;20.86;21.45;74.35
2010;402.5;59.06;429.7;26.66;21.82;74.65
2011;266.22;70.48;545.82;16.66;17.04;55.37
2012;619.32;70.03;501.73;31.56;18.71;83.08
2013;441.02;69.1;540.56;27.31;22.25;79.33
2014;333.58;75.7;498.0;36.18;21.38;80.94
2015;390.33;62.63;445.65;32.07;19.19;67.11
2016;339.74;64.97;560.86;23.41;22.7;95.45
2017;485.69;70.12;511.8;25.63;22.68;86.95
2018;322.79;60.96;479.95;36.67;20.69;86.58
2019;427.67;59.2;523.72;36.57;22.26;84.02
2020;315.79;63.59;537.33;43.74;20.99;79.93
2021;231.32;69.67;492.41;34.86;19.6;73.89
2022;577.96;71.66;490.76;26.55;19.37;81.64
2023;442.17;70.69;506.63;33.98;18.92;75.85
2024;527.51;67.55;512.72;28.56;20.7;86.59
2025;611.4;68.15;522.4;24.84;20.0;81.83
2026;530.12;67.31;451.47;22.43;20.64;80.66
2027;411.53;79.85;437.14;17.31;23.32;78.49
2028;596.74;62.56;494.28;21.08;21.02;80.35
2029;335.52;65.2;452.55;32.68;18.52;71.32
2030;443.5;76.26;561.86;22.52;19.13;82.63
2031;376.4;65.76;521.67;33.87;21.03;85.34
2032;321.84;66.45;551.02;25.97;20.87;83.9
2033;467.8;51.86;464.63;35.32;18.2;85.65
2034;478.8;68.45;536.37;35.87;18.58;86.68
2035;494.97;65.75;475.55;39.44;23.65;84.11
2036;503.72;62.9;470.02;36.37;17.87;79.66
2037;518.8;61.18;434.37;35.7;22.07;85.08
2038;430.08;62.26;534.21;23.9;21.31;86.42
2039;552.33;72.55;512.31;25.03;19.51;81.2
2040;446.7;65.47;469.46;34.82;19.99;73.9
2041;443.22;68.87;541.97;33.6;16.27;92.0
2042;202.17;73.06;518.03;18.39;20.83;77.54
2043;632.09;71.43;526.05;32.93;17.74;84.58
2044;510.17;69.15;509.48;24.08;20.38;90.96
2045;411.02;64.46;490.64;35.76;20.93;73.58
2046;336.09;64.83;460.34;31.39;22.53;72.3
2047;388.6;67.04;483.34;20.86;18.69;86.84
2048;501.04;70.33;491.5;31.01;20.29;83.79
2049;276.18;58.84;562.93;27.68;19.49;86.76
2050;471.74;64.59;553.13;25.67;19.84;73.25
2051;485.54;70.46;533.57;36.23;16.46;70.43
2052;409.47;68.8;529.84;34.37;19.53;85.68
2053;635.64;63.74;490.52;32.19;18.29;78.7
2054;394.17;61.05;473.96;29.13;19.57;87.81
2055;423.22;69.1;485.55;25.91;19.0;70.38
2056;406.39;65.57;476.9;32.54;19.5;77.45
2057;214.25;69.93;546.28;38.22;18.35;80.67
2058;569.14;74.52;455.99;43.25;22.75;83.24
2059;456.93;66.44;574.16;33.51;18.28;92.21
2060;574.65;58.98;488.16;41.84;17.55;83.66
2061;450.45;63.4;428.39;15.77;18.96;66.84
2062;480.38;70.75;506.86;27.53;20.61;75.82
2063;688.09;65.21;477.36;30.51;19.59;77.81
2064;259.4;65.23;591.38;18.65;21.59;79.65
2065;440.35;69.59;523.85;34.45;18.55;77.9
2066;325.53;65.75;569.07;31.66;22.45;79.47
2067;316.94;73.66;549.58;20.81;20.08;67.17
2068;577.48;66.88;521.21;36.41;18.34;65.71
2069;554.67;67.03;573.88;31.18;17.46;87.5
2070;552.49;65.44;437.39;31.93;17.06;73.78
2071;268.42;67.96;563.43;28.0;20.98;92.51
2072;472.63;62.44;475.95;29.38;21.29;81.59
2073;548.11;75.5;435.98;18.45;19.93;79.27
2074;472.99;72.74;541.5;29.8;17.74;77.92
2075;520.22;64.86;483.85;32.71;16.78;68.96
2076;501.66;63.53;368.31;36.1;21.65;86.55
2077;442.99;61.34;507.72;32.2;22.01;95.08
2078;483.85;74.35;542.11;24.26;18.78;72.33
2079;409.43;65.64;533.92;25.27;19.6;88.69
2080;603.52;72.64;467.58;16.0;19.11;73.28
2081;350.21;64.4;445.61;18.93;21.47;72.73
2082;514.19;74.85;503.53;26.89;19.99;73.39
2083;428.73;75.57;479.21;24.64;20.3;91.71
2084;550.38;70.48;525.58;31.95;18.85;84.16
2085;353.09;68.13;463.39;27.75;19.91;81.0
2086;512.78;63.48;488.88;36.85;21.58;81.87
2087;523.84;67.35;516.66;39.69;22.19;77.85
2088;400.83;72.74;492.69;28.46;18.97;71.22
2089;555.59;62.34;459.96;38.42;18.87;77.45
2090;408.88;61.58;486.14;32.43;21.58;89.21
2091;559.49;63.29;459.57;25.0;19.76;67.09
2092;426.15;70.19;493.21;30.42;18.84;67.74
2093;351.36;70.03;469.83;23.71;20.42;72.35
2094;473.42;66.16;464.55;34.81;20.33;82.17
2095;416.73;66.95;505.54;32.5;20.2;76.48
2096;510.24;64.39;454.6;37.44;20.48;72.77
2097;336.87;68.6;443.03;41.8;19.46;80.89
2098;288.83;63.55;535.13;22.58;22.17;82.7
2099;582.86;72.61;509.77;33.92;19.73;79.75
2100;459.4;66.26;506.39;26.36;22.65;85.42
2101;526.97;64.65;513.52;30.05;18.08;84.19
2102;324.25;65.2;526.54;22.58;22.35;89.66
2103;403.08;66.16;502.21;37.79;19.17;75.4
